Country,Property Type,Size Factor,Price Factor,Bathroom Factor,Building Age Factor,Density vs. Modernity Factor
Turkey,apartment,0.6878278642991608,1.2185149608725283,1.5935936417809777,-0.3033567565091066,2.0412806525961793
Turkey,villa,3.406847875788313,0.85255498310353,-0.5858586647927551,0.40670574648129026,-0.006320953643274044
Turkey,apartment,-1.4580000011866119,0.056529429449708006,-1.0715977040779634,-0.13335757588312522,0.5346522355575053
Thailand,apartment,-2.589317992142206,-0.13492272126571245,-0.03706673168854883,0.44294570933011285,-0.5088842512425716
Thailand,apartment,-0.9762480395018056,-0.9562917691828694,0.3135523450819958,1.138272636986803,-0.2946531638910856
Georgia,apartment,-2.877376941334646,-1.3255764856344279,-0.4115522935177599,0.5097523826531773,0.8424719757050367
Turkey,apartment,2.4777331747639195,0.3252017066945516,2.9072114845126524,0.13053614725892765,0.9369485503764616
Thailand,apartment,-2.5609630143677125,-1.7764432968847979,-0.3010554563962423,0.8143242254258447,0.8582863232275479
Montenegro,apartment,-0.8429986691997418,0.34151896055378794,-0.13231121682646527,0.36948589141304494,-0.5615038259727955
Montenegro,apartment,-2.9230481717720673,1.5617055462921405,-0.6999896367865348,-0.5449804498526483,-0.7732616974816936
Northern Cyprus,apartment,-0.12067091687578892,0.2448074641437989,0.9674258187937785,-0.6596485979661028,3.0865315684510297
Montenegro,apartment,-0.5658976466734346,1.0917685244458855,-1.0561074313541503,-0.5438019631551311,-0.03714088701515938
Lithuania,house,3.014854384196668,0.23496571705347727,-0.17883041148237708,-0.39072052691961384,-0.6795610350637125
Belarus,house,1.9761644245707974,-0.5584614804606014,-0.07038739596605491,0.8175245807565745,0.06437321379954819
UAE,apartment,-2.9641236806307933,-0.19680340446790762,-1.1869038709721371,-0.2261024690748327,0.8995888645639882
Czech Republic,apartment,0.1635040942950117,0.994044285517355,-1.0519489733988758,-0.29115972906449283,0.00089698594675003
Uzbekistan,apartment,-1.672687238485222,-1.1061213149890459,-1.1586774976082967,-0.04596180391584104,1.1994901091597017
Turkey,apartment,0.7769121645708804,1.3150273940065949,2.5911725529600487,0.3848478701708841,0.9343746348029058
Thailand,apartment,-3.033709742595672,-0.9145720851244638,-0.5556116936237216,0.33492846998960696,0.7703599031797445
Thailand,apartment,-3.033709742595672,-0.9145720851244638,-0.5556116936237216,0.33492846998960696,0.7703599031797445
Montenegro,apartment,1.3707818827525708,1.17042160705038,2.806895526477197,0.478009722789815,0.7955480520129521
Turkey,apartment,-0.7067782727969125,1.2068047367021342,-0.5987026612919353,-0.07672910579528079,-0.5098598457999216
Montenegro,apartment,-1.3391585492519285,1.2315984048097857,-1.0634653204350053,-0.6152741222019003,0.008107190537457783
Belarus,apartment,-0.24812642150247277,-1.748396700746537,0.6908263250769557,-2.3595914836187797,-1.3997173495038961
Thailand,apartment,-3.1406559270033134,-0.7699555370772494,-0.5205016617395549,0.31764924810933287,0.6501627732455567
Thailand,apartment,-2.8922686883605486,-0.9703897051340765,-0.30982950068693654,0.5323455467743884,0.220504267386388
Belarus,apartment,-0.5551410063061752,-0.1002145660591823,0.18307109077797518,0.34898833707618016,-0.7282418462823869
Thailand,apartment,-3.526004564110728,-0.7905681757470928,-0.37977060148475245,0.3400837653010068,0.14542674093907001
Montenegro,apartment,-0.9730356012110901,0.5550228648571854,-0.4535017900291386,-0.1973481808421572,-0.301214007001488
Montenegro,apartment,-1.014183479719081,0.4677307580379575,-0.40356012868289093,0.16459893398255065,-0.21913095387715642
Montenegro,apartment,-0.7752130913071615,1.6657220655054525,1.9310319702068328,-0.43148058542469153,1.4668751153401334
Montenegro,apartment,-1.0289779035603286,0.8342233482181859,-0.6434226355495599,-0.12313932824796127,-0.17570294630404026
Montenegro,apartment,-0.43965353291943504,1.4836156393703415,2.2116073244926704,-0.40826281877760723,1.2210755444555847
Montenegro,apartment,-0.8170246455441059,0.715094389616967,-0.4527997671830352,0.09725915788490105,-0.2861044069778571
Montenegro,apartment,-0.7154630993708353,1.084724152628466,-0.5330487007885025,-0.1175285443149923,-0.5466633557031992
Montenegro,apartment,-0.5343141256983354,1.3299026005097372,1.6676741842986715,-0.6694143929077553,1.8710838494848439
Montenegro,apartment,1.5551061485355127,0.5090285619033723,0.363098562245667,0.9253188255665317,-1.0336980905405038
Montenegro,apartment,1.309926467218774,0.8238513950458926,1.1869784977300966,-0.656686742165403,2.6207330221123755
Turkey,apartment,-0.13670733542899488,0.8737356760192628,-0.07457414539216929,0.5898365114770897,-0.7937262770191306
Turkey,apartment,0.09283950501464898,0.7450988393419826,0.13163048102967917,0.8282401807093789,-0.9132536612806974
Turkey,villa,2.8078366280951523,-0.6164002214888556,0.027787485987330586,1.3492740655556863,0.16860705597238684
Thailand,apartment,-3.511443838815794,-0.8580802072338869,-0.7636061971595063,0.13885515568885215,0.7786305345613485
Thailand,apartment,-3.5281936594139935,-0.814703376056161,-0.800152781515525,0.09561318418598949,0.7907423665783606
Thailand,apartment,-2.165486662595462,-1.671503766309658,-0.9764715676707553,0.26764519775562556,1.6600370352681717
Montenegro,apartment,-1.1086702721490205,0.8784901340599423,-0.7147632660753898,-0.20560815647148048,-0.13424535363515405
Montenegro,apartment,-2.205789530042995,0.38118187758211625,-0.8647604117194174,-0.5170353276135163,0.18066807984493324
Montenegro,apartment,-0.8795562150981473,0.963430314470153,-0.6438867013721215,-0.12987135050785623,-0.23227123450384118
Montenegro,apartment,-1.0811908856587955,1.647761040180916,1.7554607449016666,-0.9901513407160264,1.5213138967053201
Montenegro,apartment,-0.03909633851944941,1.2657221815995343,-0.42793618447717635,-0.0014771930296593712,-0.6248351357495162
